t,f
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.27,51.7
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.27,51.7
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
12.6,81.5
12.605,99.0
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.605,99.0
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.609,87.9
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.613,56.2
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
12.617,11.8
12.617,-49.6
12.622,-83.9
12.626,-97.6
12.63,-76.5
13.949,99.9
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.945,78.3
13.949,99.9
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.945,78.3
13.949,99.9
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.932,-97.1
13.932,-63.9
13.936,-21.4
13.94,40.9
13.945,78.3
13.949,99.9
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.945,78.3
13.949,99.9
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.94,40.9
13.945,78.3
13.949,99.9
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
13.953,82.4
13.957,47.1
13.957,-14.6
13.961,-58.4
13.965,-89.2
13.969,-98.6
13.973,-79.8
15.284,50.3
15.288,91.8
15.292,99.8
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.292,99.8
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.292,99.8
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.292,99.8
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.292,99.8
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.292,99.8
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.292,99.8
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.288,91.8
15.292,99.8
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
15.297,85.3
15.297,37.6
15.301,-9.3
15.305,-66.7
15.309,-93.5
15.313,-99.3
16.62,-46.4
16.624,-0.4
16.628,59.1
16.632,89.6
16.636,100.0
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.636,100.0
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.632,89.6
16.636,100.0
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.636,100.0
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.632,89.6
16.636,100.0
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.636,100.0
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.636,100.0
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.636,100.0
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.636,100.0
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.636,100.0
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.636,100.0
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,68.7
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
16.64,27.6
16.644,-35.0
16.649,-74.2
16.653,-96.7
16.657,-92.9
17.972,67.3
17.976,98.1
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.976,98.1
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.976,98.1
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,96.0
17.98,72.4
17.984,17.2
17.988,-30.0
17.992,-80.8
17.996,-98.9
17.98,72.4
17.984,17.2
